Temp_C,Humidity_pct,Precipitation_mm,Condition_Code,Start_Freq_GHz,End_Freq_GHz,Optimal_Freq_GHz
23.108904159657687,45.42719682496979,18.682040923334924,1,2.216995101870914,4.55422503565538,2.368
43.275000724347066,52.60920934375193,16.645604811570163,2,0.6350847872362635,4.36452237752812,0.975
35.619787963399176,86.90926538819623,8.807695625143003,1,1.1052551136726698,7.6251517044619845,1.658
30.95304694689628,40.60039474539029,30.363333505074397,0,2.0235138468876728,9.796697934956528,2.437
15.460652415485278,88.26847163309542,23.831208025431444,0,1.4980590991209917,7.0163278537283436,1.558
15.459808211767093,17.932098787902234,43.28504961620018,0,2.241856012041192,4.309091355635831,2.46
12.03292642588698,79.91185934877677,1.6054790241029127,0,2.887502913546293,5.327311936464737,3.343
40.31616510212273,86.27928697492626,32.193396377756315,1,0.43798539437407275,5.468757438494624,0.922
31.039025411012307,26.36358875536049,38.14744392557806,1,2.1577463775543766,6.0271427748217,2.446
34.78254022286159,48.73118791349804,37.974328459415354,0,0.7679980513331321,4.261620301517276,0.86
10.720457300353086,24.894979719729005,44.30369835477626,0,1.3019825094819508,9.429356202987497,1.632
43.9468448256698,73.5943716094796,36.4516871414747,0,0.19530190480590548,7.093383668328972,0.411
39.135492428014764,58.1812991255491,46.39050308238482,3,0.49413140864882693,8.025584757724655,0.805
17.431868873739667,67.17910120374889,16.632829991044574,1,1.027354138241809,4.403037021370054,1.624
16.36387385224852,27.683827026059003,25.160470837577154,2,1.0917588353351564,4.324692806821896,1.571
16.419157844870185,29.057127584717758,0.7039831641445338,2,2.7087971277400777,7.518806632243283,3.43
20.64847850358382,13.734759295891573,0.34787936516456064,1,2.2512574368728937,9.323776063025248,2.491
28.366475107128323,38.98607816761567,12.006331022575994,2,2.919330607742419,7.170892005757282,3.364
25.11807565247405,60.37701952003074,5.040359856954263,0,1.8373073799721975,9.266915035420428,2.393
20.193019906931468,87.2141422597596,13.010568396787681,1,0.8009698230648221,8.865947638331436,0.946
31.414851315283283,70.02347027128127,8.85216472641987,0,1.0501995867727643,4.455122714769525,2.433
14.882285122821465,49.18566910597763,1.426001241932412,2,1.0275241775467046,5.211744846314139,1.54
20.225062698732636,95.7808102954724,45.46520732030247,0,1.0468335502234296,7.946264014932055,1.527
